leaf_signature,parent,full_key,value,locale_count
sms.campStatus_failed,pages.marketingIntel.influencer.reviews,pages.marketingIntel.influencer.reviews.sms.campStatus_failed,Failed,3
webPopup.linkUrlPh,crm.contentCal,crm.contentCal.webPopup.linkUrlPh,https://example.com/promo,12
webPopup.linkUrlPh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.webPopup.linkUrlPh,https://example.com/promo,5
webPopup.badgeExit,crm.contentCal,crm.contentCal.webPopup.badgeExit,Exit-Intent,12
webPopup.badgeExit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.webPopup.badgeExit,Exit-Intent,5
omniChannel.prodColSKU,crm.contentCal,crm.contentCal.omniChannel.prodColSKU,SKU,12
omniChannel.prodColSKU,pages.marketingIntel.influencer,pages.marketingIntel.influencer.omniChannel.prodColSKU,SKU,5
omniChannel.invColSKU,crm.contentCal,crm.contentCal.omniChannel.invColSKU,SKU,12
omniChannel.invColSKU,pages.marketingIntel.influencer,pages.marketingIntel.influencer.omniChannel.invColSKU,SKU,5
mobileNav.ariaLabel,crm.contentCal,crm.contentCal.mobileNav.ariaLabel,Aria Label,12
mobileNav.ariaLabel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mobileNav.ariaLabel,Aria Label,5
aiHub.recRebalanceTitle,crm.contentCal,crm.contentCal.aiHub.recRebalanceTitle,Rec Rebalance Title,12
aiHub.recRebalanceTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.recRebalanceTitle,Rec Rebalance Title,5
aiHub.targetMissed,crm.contentCal,crm.contentCal.aiHub.targetMissed,Target Missed,12
aiHub.targetMissed,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.targetMissed,Target Missed,5
aiHub.dataSource,crm.contentCal,crm.contentCal.aiHub.dataSource,Data Source,12
aiHub.dataSource,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dataSource,Data Source,5
aiHub.budgetShift,crm.contentCal,crm.contentCal.aiHub.budgetShift,Budget Shift,12
aiHub.budgetShift,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.budgetShift,Budget Shift,5
aiHub.expectedProfit,crm.contentCal,crm.contentCal.aiHub.expectedProfit,Expected Profit,12
aiHub.expectedProfit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.expectedProfit,Expected Profit,5
aiHub.catBudgetOpt,crm.contentCal,crm.contentCal.aiHub.catBudgetOpt,Cat Budget Opt,12
aiHub.catBudgetOpt,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.catBudgetOpt,Cat Budget Opt,5
aiHub.dpShiftBudget,crm.contentCal,crm.contentCal.aiHub.dpShiftBudget,Dp Shift Budget,12
aiHub.dpShiftBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpShiftBudget,Dp Shift Budget,5
aiHub.dpExpectedProfit,crm.contentCal,crm.contentCal.aiHub.dpExpectedProfit,Dp Expected Profit,12
aiHub.dpExpectedProfit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpExpectedProfit,Dp Expected Profit,5
aiHub.dpAdRoi,crm.contentCal,crm.contentCal.aiHub.dpAdRoi,Dp Ad Roi,12
aiHub.dpAdRoi,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpAdRoi,Dp Ad Roi,5
aiHub.recLowStockTitle,crm.contentCal,crm.contentCal.aiHub.recLowStockTitle,Rec Low Stock Title,12
aiHub.recLowStockTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.recLowStockTitle,Rec Low Stock Title,5
aiHub.stock,crm.contentCal,crm.contentCal.aiHub.stock,Stock,12
aiHub.stock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.stock,Stock,5
aiHub.safeStock,crm.contentCal,crm.contentCal.aiHub.safeStock,Safe Stock,12
aiHub.safeStock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.safeStock,Safe Stock,5
aiHub.wastedBudget,crm.contentCal,crm.contentCal.aiHub.wastedBudget,Wasted Budget,12
aiHub.wastedBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.wastedBudget,Wasted Budget,5
aiHub.unitPrice,crm.contentCal,crm.contentCal.aiHub.unitPrice,Unit Price,12
aiHub.unitPrice,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.unitPrice,Unit Price,5
aiHub.dailySales,crm.contentCal,crm.contentCal.aiHub.dailySales,Daily Sales,12
aiHub.dailySales,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dailySales,Daily Sales,5
aiHub.units,crm.contentCal,crm.contentCal.aiHub.units,Units,12
aiHub.units,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.units,Units,5
aiHub.adSaving,crm.contentCal,crm.contentCal.aiHub.adSaving,Ad Saving,12
aiHub.adSaving,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.adSaving,Ad Saving,5
aiHub.catInventoryRisk,crm.contentCal,crm.contentCal.aiHub.catInventoryRisk,Cat Inventory Risk,12
aiHub.catInventoryRisk,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.catInventoryRisk,Cat Inventory Risk,5
aiHub.dpCurrentStock,crm.contentCal,crm.contentCal.aiHub.dpCurrentStock,Dp Current Stock,12
aiHub.dpCurrentStock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpCurrentStock,Dp Current Stock,5
aiHub.pcs,crm.contentCal,crm.contentCal.aiHub.pcs,Pcs,12
aiHub.pcs,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.pcs,Pcs,5
aiHub.dpSafeStock,crm.contentCal,crm.contentCal.aiHub.dpSafeStock,Dp Safe Stock,12
aiHub.dpSafeStock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpSafeStock,Dp Safe Stock,5
aiHub.dpAdSaving,crm.contentCal,crm.contentCal.aiHub.dpAdSaving,Dp Ad Saving,12
aiHub.dpAdSaving,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpAdSaving,Dp Ad Saving,5
aiHub.dpExpireIn,crm.contentCal,crm.contentCal.aiHub.dpExpireIn,Dp Expire In,12
aiHub.dpExpireIn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpExpireIn,Dp Expire In,5
aiHub.inDays5,crm.contentCal,crm.contentCal.aiHub.inDays5,In Days5,12
aiHub.inDays5,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.inDays5,In Days5,5
aiHub.peopleUnit,crm.contentCal,crm.contentCal.aiHub.peopleUnit,People Unit,12
aiHub.peopleUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.peopleUnit,People Unit,5
aiHub.recVipTitle,crm.contentCal,crm.contentCal.aiHub.recVipTitle,Rec Vip Title,12
aiHub.recVipTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.recVipTitle,Rec Vip Title,5
aiHub.vipReason,crm.contentCal,crm.contentCal.aiHub.vipReason,Vip Reason,12
aiHub.vipReason,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.vipReason,Vip Reason,5
aiHub.vipInsight,crm.contentCal,crm.contentCal.aiHub.vipInsight,Vip Insight,12
aiHub.vipInsight,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.vipInsight,Vip Insight,5
aiHub.catCrmRetarget,crm.contentCal,crm.contentCal.aiHub.catCrmRetarget,Cat Crm Retarget,12
aiHub.catCrmRetarget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.catCrmRetarget,Cat Crm Retarget,5
aiHub.dpVipCount,crm.contentCal,crm.contentCal.aiHub.dpVipCount,Dp Vip Count,12
aiHub.dpVipCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpVipCount,Dp Vip Count,5
aiHub.dpConvRate,crm.contentCal,crm.contentCal.aiHub.dpConvRate,Dp Conv Rate,12
aiHub.dpConvRate,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpConvRate,Dp Conv Rate,5
aiHub.dpEstRoas,crm.contentCal,crm.contentCal.aiHub.dpEstRoas,Dp Est Roas,12
aiHub.dpEstRoas,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpEstRoas,Dp Est Roas,5
aiHub.recBoostTitle,crm.contentCal,crm.contentCal.aiHub.recBoostTitle,Rec Boost Title,12
aiHub.recBoostTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.recBoostTitle,Rec Boost Title,5
aiHub.settlementMargin,crm.contentCal,crm.contentCal.aiHub.settlementMargin,Settlement Margin,12
aiHub.settlementMargin,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.settlementMargin,Settlement Margin,5
aiHub.boostReason,crm.contentCal,crm.contentCal.aiHub.boostReason,Boost Reason,12
aiHub.boostReason,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.boostReason,Boost Reason,5
aiHub.netPayout,crm.contentCal,crm.contentCal.aiHub.netPayout,Net Payout,12
aiHub.netPayout,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.netPayout,Net Payout,5
aiHub.revenue,crm.contentCal,crm.contentCal.aiHub.revenue,Revenue,12
aiHub.revenue,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.revenue,Revenue,5
aiHub.addBudget,crm.contentCal,crm.contentCal.aiHub.addBudget,Add Budget,12
aiHub.addBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.addBudget,Add Budget,5
aiHub.catSettlement,crm.contentCal,crm.contentCal.aiHub.catSettlement,Cat Settlement,12
aiHub.catSettlement,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.catSettlement,Cat Settlement,5
aiHub.dpSettlementMargin,crm.contentCal,crm.contentCal.aiHub.dpSettlementMargin,Dp Settlement Margin,12
aiHub.dpSettlementMargin,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpSettlementMargin,Dp Settlement Margin,5
aiHub.dpAddBudget,crm.contentCal,crm.contentCal.aiHub.dpAddBudget,Dp Add Budget,12
aiHub.dpAddBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dpAddBudget,Dp Add Budget,5
aiHub.priority,crm.contentCal,crm.contentCal.aiHub.priority,Priority,12
aiHub.priority,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.priority,Priority,5
aiHub.executed,crm.contentCal,crm.contentCal.aiHub.executed,Executed,12
aiHub.executed,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.executed,Executed,5
aiHub.hideReason,crm.contentCal,crm.contentCal.aiHub.hideReason,Hide Reason,12
aiHub.hideReason,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.hideReason,Hide Reason,5
aiHub.showReason,crm.contentCal,crm.contentCal.aiHub.showReason,Show Reason,12
aiHub.showReason,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.showReason,Show Reason,5
aiHub.execBudget,crm.contentCal,crm.contentCal.aiHub.execBudget,Exec Budget,12
aiHub.execBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.execBudget,Exec Budget,5
aiHub.executing,crm.contentCal,crm.contentCal.aiHub.executing,Executing,12
aiHub.executing,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.executing,Executing,5
aiHub.autoExec,crm.contentCal,crm.contentCal.aiHub.autoExec,Auto Exec,12
aiHub.autoExec,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.autoExec,Auto Exec,5
aiHub.approve,crm.contentCal,crm.contentCal.aiHub.approve,Approve,12
aiHub.approve,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.approve,Approve,5
aiHub.execDone,crm.contentCal,crm.contentCal.aiHub.execDone,Exec Done,12
aiHub.execDone,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.execDone,Exec Done,5
aiHub.totalBudgetTitle,crm.contentCal,crm.contentCal.aiHub.totalBudgetTitle,Total Budget Title,12
aiHub.totalBudgetTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.totalBudgetTitle,Total Budget Title,5
aiHub.totalBudgetSub,crm.contentCal,crm.contentCal.aiHub.totalBudgetSub,Total Budget,12
aiHub.totalBudgetSub,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.totalBudgetSub,Total Budget,5
aiHub.edit,crm.contentCal,crm.contentCal.aiHub.edit,Edit,12
aiHub.edit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.edit,Edit,5
aiHub.enterBudget,crm.contentCal,crm.contentCal.aiHub.enterBudget,Enter Budget,12
aiHub.enterBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.enterBudget,Enter Budget,5
aiHub.calcAlloc,crm.contentCal,crm.contentCal.aiHub.calcAlloc,Calc Alloc,12
aiHub.calcAlloc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.calcAlloc,Calc Alloc,5
aiHub.applyAlloc,crm.contentCal,crm.contentCal.aiHub.applyAlloc,Apply Alloc,12
aiHub.applyAlloc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.applyAlloc,Apply Alloc,5
aiHub.execLog,crm.contentCal,crm.contentCal.aiHub.execLog,Exec Log,12
aiHub.execLog,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.execLog,Exec Log,5
aiHub.logDone,crm.contentCal,crm.contentCal.aiHub.logDone,Log Done,12
aiHub.logDone,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.logDone,Log Done,5
aiHub.noCardAlert,crm.contentCal,crm.contentCal.aiHub.noCardAlert,No Card Alert,12
aiHub.noCardAlert,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.noCardAlert,No Card Alert,5
aiHub.cardLimitAlert,crm.contentCal,crm.contentCal.aiHub.cardLimitAlert,Card Limit Alert,12
aiHub.cardLimitAlert,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.cardLimitAlert,Card Limit Alert,5
aiHub.currentCharged,crm.contentCal,crm.contentCal.aiHub.currentCharged,Current Charged,12
aiHub.currentCharged,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.currentCharged,Current Charged,5
aiHub.Mode,crm.contentCal,crm.contentCal.aiHub.Mode,Mode,12
aiHub.Mode,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.Mode,Mode,5
aiHub.autoExecDetail,crm.contentCal,crm.contentCal.aiHub.autoExecDetail,Auto Exec Detail,12
aiHub.autoExecDetail,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.autoExecDetail,Auto Exec Detail,5
aiHub.estRoi,crm.contentCal,crm.contentCal.aiHub.estRoi,Est Roi,12
aiHub.estRoi,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.estRoi,Est Roi,5
aiHub.logInProgress,crm.contentCal,crm.contentCal.aiHub.logInProgress,Log In Progress,12
aiHub.logInProgress,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.logInProgress,Log In Progress,5
aiHub.dsInventory,crm.contentCal,crm.contentCal.aiHub.dsInventory,Ds Inventory,12
aiHub.dsInventory,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsInventory,Ds Inventory,5
aiHub.dsOrders,crm.contentCal,crm.contentCal.aiHub.dsOrders,Ds Orders,12
aiHub.dsOrders,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsOrders,Ds Orders,5
aiHub.casesUnit,crm.contentCal,crm.contentCal.aiHub.casesUnit,Cases Unit,12
aiHub.casesUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.casesUnit,Cases Unit,5
aiHub.dsChannels,crm.contentCal,crm.contentCal.aiHub.dsChannels,Ds Channels,12
aiHub.dsChannels,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsChannels,Ds Channels,5
aiHub.channelsUnit,crm.contentCal,crm.contentCal.aiHub.channelsUnit,Channels Unit,12
aiHub.channelsUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.channelsUnit,Channels Unit,5
aiHub.dsSettlement,crm.contentCal,crm.contentCal.aiHub.dsSettlement,Ds Settlement,12
aiHub.dsSettlement,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsSettlement,Ds Settlement,5
aiHub.segmentsUnit,crm.contentCal,crm.contentCal.aiHub.segmentsUnit,Segments Unit,12
aiHub.segmentsUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.segmentsUnit,Segments Unit,5
aiHub.dsCard,crm.contentCal,crm.contentCal.aiHub.dsCard,Ds Card,12
aiHub.dsCard,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsCard,Ds Card,5
aiHub.cardsUnit,crm.contentCal,crm.contentCal.aiHub.cardsUnit,Cards Unit,12
aiHub.cardsUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.cardsUnit,Cards Unit,5
aiHub.noCard,crm.contentCal,crm.contentCal.aiHub.noCard,No Card,12
aiHub.noCard,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.noCard,No Card,5
aiHub.dsActiveRules,crm.contentCal,crm.contentCal.aiHub.dsActiveRules,Ds Active Rules,12
aiHub.dsActiveRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsActiveRules,Ds Active Rules,5
aiHub.countUnit,crm.contentCal,crm.contentCal.aiHub.countUnit,Count Unit,12
aiHub.countUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.countUnit,Count Unit,5
aiHub.dsRulesFired,crm.contentCal,crm.contentCal.aiHub.dsRulesFired,Ds Rules Fired,12
aiHub.dsRulesFired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.dsRulesFired,Ds Rules Fired,5
aiHub.timesUnit,crm.contentCal,crm.contentCal.aiHub.timesUnit,Times Unit,12
aiHub.timesUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.timesUnit,Times Unit,5
aiHub.filterAll,crm.contentCal,crm.contentCal.aiHub.filterAll,Filter All,12
aiHub.filterAll,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.filterAll,Filter All,5
aiHub.filterApproved,crm.contentCal,crm.contentCal.aiHub.filterApproved,Filter Approved,12
aiHub.filterApproved,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.filterApproved,Filter Approved,5
aiHub.filterExecuted,crm.contentCal,crm.contentCal.aiHub.filterExecuted,Filter Executed,12
aiHub.filterExecuted,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.filterExecuted,Filter Executed,5
aiHub.Banner,crm.contentCal,crm.contentCal.aiHub.Banner,Banner,12
aiHub.Banner,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.Banner,Banner,5
aiHub.Desc,crm.contentCal,crm.contentCal.aiHub.Desc,Desc,12
aiHub.Desc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.Desc,Desc,5
aiHub.NeedPaid,crm.contentCal,crm.contentCal.aiHub.NeedPaid,Need Paid,12
aiHub.NeedPaid,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.NeedPaid,Need Paid,5
