leaf_signature,parent,full_key,value,locale_count
aiHub.heroSub,crm.contentCal,crm.contentCal.aiHub.heroSub,Hero,12
aiHub.heroSub,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.heroSub,Hero,5
aiHub.registerCard,crm.contentCal,crm.contentCal.aiHub.registerCard,Register Card,12
aiHub.registerCard,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.registerCard,Register Card,5
aiHub.analyzing,crm.contentCal,crm.contentCal.aiHub.analyzing,Analyzing,12
aiHub.analyzing,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.analyzing,Analyzing,5
aiHub.analysisTags,crm.contentCal,crm.contentCal.aiHub.analysisTags,Analysis Tags,12
aiHub.analysisTags,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.analysisTags,Analysis Tags,5
aiHub.kpiRecommend,crm.contentCal,crm.contentCal.aiHub.kpiRecommend,Recommend,12
aiHub.kpiRecommend,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiRecommend,Recommend,5
aiHub.kpiApproved,crm.contentCal,crm.contentCal.aiHub.kpiApproved,Approved,12
aiHub.kpiApproved,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiApproved,Approved,5
aiHub.kpiExecuted,crm.contentCal,crm.contentCal.aiHub.kpiExecuted,Executed,12
aiHub.kpiExecuted,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiExecuted,Executed,5
aiHub.kpiTotalBudget,crm.contentCal,crm.contentCal.aiHub.kpiTotalBudget,Total Budget,12
aiHub.kpiTotalBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiTotalBudget,Total Budget,5
aiHub.kpiEstRevenue,crm.contentCal,crm.contentCal.aiHub.kpiEstRevenue,Est Revenue,12
aiHub.kpiEstRevenue,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiEstRevenue,Est Revenue,5
aiHub.kpiEstProfit,crm.contentCal,crm.contentCal.aiHub.kpiEstProfit,Est Profit,12
aiHub.kpiEstProfit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.kpiEstProfit,Est Profit,5
aiHub.noCardWarning,crm.contentCal,crm.contentCal.aiHub.noCardWarning,No Card Warning,12
aiHub.noCardWarning,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.noCardWarning,No Card Warning,5
aiHub.noCardDesc,crm.contentCal,crm.contentCal.aiHub.noCardDesc,No Card,12
aiHub.noCardDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.noCardDesc,No Card,5
aiHub.bulkApproved,crm.contentCal,crm.contentCal.aiHub.bulkApproved,Bulk Approved,12
aiHub.bulkApproved,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.bulkApproved,Bulk Approved,5
aiHub.readyToExec,crm.contentCal,crm.contentCal.aiHub.readyToExec,Ready To Exec,12
aiHub.readyToExec,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.readyToExec,Ready To Exec,5
aiHub.needCard,crm.contentCal,crm.contentCal.aiHub.needCard,Need Card,12
aiHub.needCard,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.needCard,Need Card,5
aiHub.totalExecBudget,crm.contentCal,crm.contentCal.aiHub.totalExecBudget,Total Exec Budget,12
aiHub.totalExecBudget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.totalExecBudget,Total Exec Budget,5
aiHub.bulkExec,crm.contentCal,crm.contentCal.aiHub.bulkExec,Bulk Exec,12
aiHub.bulkExec,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.bulkExec,Bulk Exec,5
aiHub.approveAll,crm.contentCal,crm.contentCal.aiHub.approveAll,Approve All,12
aiHub.approveAll,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.approveAll,Approve All,5
aiHub.campaignStatus,crm.contentCal,crm.contentCal.aiHub.campaignStatus,Campaign Status,12
aiHub.campaignStatus,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.campaignStatus,Campaign Status,5
aiHub.autoRegistered,crm.contentCal,crm.contentCal.aiHub.autoRegistered,Auto Registered,12
aiHub.autoRegistered,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.autoRegistered,Auto Registered,5
aiHub.checkInCampaignMgr,crm.contentCal,crm.contentCal.aiHub.checkInCampaignMgr,Check In Campaign Mgr,12
aiHub.checkInCampaignMgr,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.checkInCampaignMgr,Check In Campaign Mgr,5
aiHub.journeyAutomation,crm.contentCal,crm.contentCal.aiHub.journeyAutomation,Journey Automation,12
aiHub.journeyAutomation,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.journeyAutomation,Journey Automation,5
aiHub.journeyLink,crm.contentCal,crm.contentCal.aiHub.journeyLink,Journey Link,12
aiHub.journeyLink,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.journeyLink,Journey Link,5
aiHub.journeyDesc,crm.contentCal,crm.contentCal.aiHub.journeyDesc,Journey,12
aiHub.journeyDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.journeyDesc,Journey,5
aiHub.attribution,crm.contentCal,crm.contentCal.aiHub.attribution,Attribution,12
aiHub.attribution,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.attribution,Attribution,5
aiHub.attributionLink,crm.contentCal,crm.contentCal.aiHub.attributionLink,Attribution Link,12
aiHub.attributionLink,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.attributionLink,Attribution Link,5
aiHub.attributionDesc,crm.contentCal,crm.contentCal.aiHub.attributionDesc,Attribution,12
aiHub.attributionDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiHub.attributionDesc,Attribution,5
aiPolicy.secTitle,crm.contentCal,crm.contentCal.aiPolicy.secTitle,Sec Title,12
aiPolicy.secTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.secTitle,Sec Title,5
aiPolicy.secDesc,crm.contentCal,crm.contentCal.aiPolicy.secDesc,Sec,12
aiPolicy.secDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.secDesc,Sec,5
aiPolicy.secCode,crm.contentCal,crm.contentCal.aiPolicy.secCode,Sec Code,12
aiPolicy.secCode,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.secCode,Sec Code,5
aiPolicy.secUnlock,crm.contentCal,crm.contentCal.aiPolicy.secUnlock,Sec Unlock,12
aiPolicy.secUnlock,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.secUnlock,Sec Unlock,5
aiPolicy.syncInventory,crm.contentCal,crm.contentCal.aiPolicy.syncInventory,Sync Inventory,12
aiPolicy.syncInventory,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.syncInventory,Sync Inventory,5
aiPolicy.syncOrders,crm.contentCal,crm.contentCal.aiPolicy.syncOrders,Sync Orders,12
aiPolicy.syncOrders,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.syncOrders,Sync Orders,5
aiPolicy.syncBudgets,crm.contentCal,crm.contentCal.aiPolicy.syncBudgets,Sync Budgets,12
aiPolicy.syncBudgets,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.syncBudgets,Sync Budgets,5
aiPolicy.syncActiveRules,crm.contentCal,crm.contentCal.aiPolicy.syncActiveRules,Sync Active Rules,12
aiPolicy.syncActiveRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.syncActiveRules,Sync Active Rules,5
aiPolicy.liveSyncStatus,crm.contentCal,crm.contentCal.aiPolicy.liveSyncStatus,Live Sync Status,12
aiPolicy.liveSyncStatus,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.liveSyncStatus,Live Sync Status,5
aiPolicy.policyCreated,crm.contentCal,crm.contentCal.aiPolicy.policyCreated,Policy Created,12
aiPolicy.policyCreated,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.policyCreated,Policy Created,5
aiPolicy.totalPolicies,crm.contentCal,crm.contentCal.aiPolicy.totalPolicies,Total Policies,12
aiPolicy.totalPolicies,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.totalPolicies,Total Policies,5
aiPolicy.highSev,crm.contentCal,crm.contentCal.aiPolicy.highSev,High Sev,12
aiPolicy.highSev,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.highSev,High Sev,5
aiPolicy.medSev,crm.contentCal,crm.contentCal.aiPolicy.medSev,Med Sev,12
aiPolicy.medSev,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.medSev,Med Sev,5
aiPolicy.firedTotal,crm.contentCal,crm.contentCal.aiPolicy.firedTotal,Fired Total,12
aiPolicy.firedTotal,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.firedTotal,Fired Total,5
aiPolicy.policiesTitle,crm.contentCal,crm.contentCal.aiPolicy.policiesTitle,Policies Title,12
aiPolicy.policiesTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.policiesTitle,Policies Title,5
aiPolicy.cancel,crm.contentCal,crm.contentCal.aiPolicy.cancel,Cancel,12
aiPolicy.cancel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cancel,Cancel,5
aiPolicy.addPolicy,crm.contentCal,crm.contentCal.aiPolicy.addPolicy,Add Policy,12
aiPolicy.addPolicy,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.addPolicy,Add Policy,5
aiPolicy.policyName,crm.contentCal,crm.contentCal.aiPolicy.policyName,Policy Name,12
aiPolicy.policyName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.policyName,Policy Name,5
aiPolicy.policyNamePh,crm.contentCal,crm.contentCal.aiPolicy.policyNamePh,Policy Name Ph,12
aiPolicy.policyNamePh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.policyNamePh,Policy Name Ph,5
aiPolicy.dimension,crm.contentCal,crm.contentCal.aiPolicy.dimension,Dimension,12
aiPolicy.dimension,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.dimension,Dimension,5
aiPolicy.dimCampaign,crm.contentCal,crm.contentCal.aiPolicy.dimCampaign,Dim Campaign,12
aiPolicy.dimCampaign,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.dimCampaign,Dim Campaign,5
aiPolicy.dimSku,crm.contentCal,crm.contentCal.aiPolicy.dimSku,Dim Sku,12
aiPolicy.dimSku,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.dimSku,Dim Sku,5
aiPolicy.dimCreator,crm.contentCal,crm.contentCal.aiPolicy.dimCreator,Dim Creator,12
aiPolicy.dimCreator,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.dimCreator,Dim Creator,5
aiPolicy.dimPlatform,crm.contentCal,crm.contentCal.aiPolicy.dimPlatform,Dim Platform,12
aiPolicy.dimPlatform,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.dimPlatform,Dim Platform,5
aiPolicy.metric,crm.contentCal,crm.contentCal.aiPolicy.metric,Metric,12
aiPolicy.metric,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.metric,Metric,5
aiPolicy.operator,crm.contentCal,crm.contentCal.aiPolicy.operator,Operator,12
aiPolicy.operator,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.operator,Operator,5
aiPolicy.threshold,crm.contentCal,crm.contentCal.aiPolicy.threshold,Threshold,12
aiPolicy.threshold,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.threshold,Threshold,5
aiPolicy.severity,crm.contentCal,crm.contentCal.aiPolicy.severity,Severity,12
aiPolicy.severity,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.severity,Severity,5
aiPolicy.sevHigh,crm.contentCal,crm.contentCal.aiPolicy.sevHigh,Sev High,12
aiPolicy.sevHigh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.sevHigh,Sev High,5
aiPolicy.sevMedium,crm.contentCal,crm.contentCal.aiPolicy.sevMedium,Sev Medium,12
aiPolicy.sevMedium,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.sevMedium,Sev Medium,5
aiPolicy.sevLow,crm.contentCal,crm.contentCal.aiPolicy.sevLow,Sev Low,12
aiPolicy.sevLow,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.sevLow,Sev Low,5
aiPolicy.savePolicy,crm.contentCal,crm.contentCal.aiPolicy.savePolicy,Save Policy,12
aiPolicy.savePolicy,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.savePolicy,Save Policy,5
aiPolicy.noPolicies,crm.contentCal,crm.contentCal.aiPolicy.noPolicies,No Policies,12
aiPolicy.noPolicies,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.noPolicies,No Policies,5
aiPolicy.noPoliciesDesc,crm.contentCal,crm.contentCal.aiPolicy.noPoliciesDesc,No Policies,12
aiPolicy.noPoliciesDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.noPoliciesDesc,No Policies,5
aiPolicy.condition,crm.contentCal,crm.contentCal.aiPolicy.condition,Condition,12
aiPolicy.condition,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.condition,Condition,5
aiPolicy.paused,crm.contentCal,crm.contentCal.aiPolicy.paused,Paused,12
aiPolicy.paused,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.paused,Paused,5
aiPolicy.policyFired,crm.contentCal,crm.contentCal.aiPolicy.policyFired,Policy Fired,12
aiPolicy.policyFired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.policyFired,Policy Fired,5
aiPolicy.secEvents,crm.contentCal,crm.contentCal.aiPolicy.secEvents,Sec Events,12
aiPolicy.secEvents,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.secEvents,Sec Events,5
aiPolicy.totalAudit,crm.contentCal,crm.contentCal.aiPolicy.totalAudit,Total Audit,12
aiPolicy.totalAudit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.totalAudit,Total Audit,5
aiPolicy.noGovernance,crm.contentCal,crm.contentCal.aiPolicy.noGovernance,No Governance,12
aiPolicy.noGovernance,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.noGovernance,No Governance,5
aiPolicy.noGovernanceDesc,crm.contentCal,crm.contentCal.aiPolicy.noGovernanceDesc,No Governance,12
aiPolicy.noGovernanceDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.noGovernanceDesc,No Governance,5
aiPolicy.cfgToggled,crm.contentCal,crm.contentCal.aiPolicy.cfgToggled,Cfg Toggled,12
aiPolicy.cfgToggled,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgToggled,Cfg Toggled,5
aiPolicy.cfgBudgetCap,crm.contentCal,crm.contentCal.aiPolicy.cfgBudgetCap,Cfg Budget Cap,12
aiPolicy.cfgBudgetCap,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgBudgetCap,Cfg Budget Cap,5
aiPolicy.cfgBudgetDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgBudgetDesc,Cfg Budget,12
aiPolicy.cfgBudgetDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgBudgetDesc,Cfg Budget,5
aiPolicy.cfgRoasFloor,crm.contentCal,crm.contentCal.aiPolicy.cfgRoasFloor,Cfg Roas Floor,12
aiPolicy.cfgRoasFloor,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgRoasFloor,Cfg Roas Floor,5
aiPolicy.cfgRoasDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgRoasDesc,Cfg Roas,12
aiPolicy.cfgRoasDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgRoasDesc,Cfg Roas,5
aiPolicy.cfgBidLimit,crm.contentCal,crm.contentCal.aiPolicy.cfgBidLimit,Cfg Bid Limit,12
aiPolicy.cfgBidLimit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgBidLimit,Cfg Bid Limit,5
aiPolicy.cfgBidDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgBidDesc,Cfg Bid,12
aiPolicy.cfgBidDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgBidDesc,Cfg Bid,5
aiPolicy.cfgFreqCap,crm.contentCal,crm.contentCal.aiPolicy.cfgFreqCap,Cfg Freq Cap,12
aiPolicy.cfgFreqCap,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgFreqCap,Cfg Freq Cap,5
aiPolicy.cfgFreqDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgFreqDesc,Cfg Freq,12
aiPolicy.cfgFreqDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgFreqDesc,Cfg Freq,5
aiPolicy.cfgCreativeFilter,crm.contentCal,crm.contentCal.aiPolicy.cfgCreativeFilter,Cfg Creative Filter,12
aiPolicy.cfgCreativeFilter,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgCreativeFilter,Cfg Creative Filter,5
aiPolicy.cfgCreativeDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgCreativeDesc,Cfg Creative,12
aiPolicy.cfgCreativeDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgCreativeDesc,Cfg Creative,5
aiPolicy.cfgApprovalGate,crm.contentCal,crm.contentCal.aiPolicy.cfgApprovalGate,Cfg Approval Gate,12
aiPolicy.cfgApprovalGate,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgApprovalGate,Cfg Approval Gate,5
aiPolicy.cfgApprovalDesc,crm.contentCal,crm.contentCal.aiPolicy.cfgApprovalDesc,Cfg Approval,12
aiPolicy.cfgApprovalDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.cfgApprovalDesc,Cfg Approval,5
aiPolicy.configTitle,crm.contentCal,crm.contentCal.aiPolicy.configTitle,Config Title,12
aiPolicy.configTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.configTitle,Config Title,5
aiPolicy.enabled,crm.contentCal,crm.contentCal.aiPolicy.enabled,Enabled,12
aiPolicy.enabled,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.enabled,Enabled,5
aiPolicy.disabled,crm.contentCal,crm.contentCal.aiPolicy.disabled,Disabled,12
aiPolicy.disabled,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.disabled,Disabled,5
aiPolicy.crossTabSync,crm.contentCal,crm.contentCal.aiPolicy.crossTabSync,Cross Sync,12
aiPolicy.crossTabSync,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.crossTabSync,Cross Sync,5
aiPolicy.crossTabConfig,crm.contentCal,crm.contentCal.aiPolicy.crossTabConfig,Cross Config,12
aiPolicy.crossTabConfig,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.crossTabConfig,Cross Config,5
aiPolicy.tabPolicies,crm.contentCal,crm.contentCal.aiPolicy.tabPolicies,Policies,12
aiPolicy.tabPolicies,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabPolicies,Policies,5
aiPolicy.tabPoliciesDesc,crm.contentCal,crm.contentCal.aiPolicy.tabPoliciesDesc,Policies,12
aiPolicy.tabPoliciesDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabPoliciesDesc,Policies,5
aiPolicy.tabGovernance,crm.contentCal,crm.contentCal.aiPolicy.tabGovernance,Governance,12
aiPolicy.tabGovernance,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabGovernance,Governance,5
aiPolicy.tabGovernanceDesc,crm.contentCal,crm.contentCal.aiPolicy.tabGovernanceDesc,Governance,12
aiPolicy.tabGovernanceDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabGovernanceDesc,Governance,5
aiPolicy.tabConfig,crm.contentCal,crm.contentCal.aiPolicy.tabConfig,Config,12
aiPolicy.tabConfig,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabConfig,Config,5
aiPolicy.tabConfigDesc,crm.contentCal,crm.contentCal.aiPolicy.tabConfigDesc,Config,12
aiPolicy.tabConfigDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.tabConfigDesc,Config,5
aiPolicy.demoBanner,crm.contentCal,crm.contentCal.aiPolicy.demoBanner,Demo Banner,12
aiPolicy.demoBanner,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.demoBanner,Demo Banner,5
aiPolicy.demoBannerDesc,crm.contentCal,crm.contentCal.aiPolicy.demoBannerDesc,Demo Banner,12
aiPolicy.demoBannerDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.demoBannerDesc,Demo Banner,5
aiPolicy.upgradeBtn,crm.contentCal,crm.contentCal.aiPolicy.upgradeBtn,Upgrade,12
aiPolicy.upgradeBtn,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.upgradeBtn,Upgrade,5
aiPolicy.badgePolicies,crm.contentCal,crm.contentCal.aiPolicy.badgePolicies,Badge Policies,12
aiPolicy.badgePolicies,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.badgePolicies,Badge Policies,5
aiPolicy.badgeRules,crm.contentCal,crm.contentCal.aiPolicy.badgeRules,Badge Rules,12
aiPolicy.badgeRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.badgeRules,Badge Rules,5
aiPolicy.badgeRealtime,crm.contentCal,crm.contentCal.aiPolicy.badgeRealtime,Badge Realtime,12
aiPolicy.badgeRealtime,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.badgeRealtime,Badge Realtime,5
aiPolicy.badgeSecurity,crm.contentCal,crm.contentCal.aiPolicy.badgeSecurity,Badge Security,12
aiPolicy.badgeSecurity,pages.marketingIntel.influencer,pages.marketingIntel.influencer.aiPolicy.badgeSecurity,Badge Security,5
gSug.,crm.contentCal,crm.contentCal.gSug.,,4
gSug.,pages.marketingIntel.influencer,pages.marketingIntel.influencer.gSug.,,5
actionPresets.presetList,crm.contentCal,crm.contentCal.actionPresets.presetList,Preset List,12
actionPresets.presetList,pages.marketingIntel.influencer,pages.marketingIntel.influencer.actionPresets.presetList,Preset List,5
risk.all,crm.contentCal.actionPresets,crm.contentCal.actionPresets.risk.all,All,12
risk.all,pages.marketingIntel.influencer.actionPresets,pages.marketingIntel.influencer.actionPresets.risk.all,All,5
actionPresets.usageGuide,crm.contentCal,crm.contentCal.actionPresets.usageGuide,Usage Guide,12
actionPresets.usageGuide,pages.marketingIntel.influencer,pages.marketingIntel.influencer.actionPresets.usageGuide,Usage Guide,5
step1.title,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step1.title,Title,12
step1.title,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step1.title,Title,5
step1.desc,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step1.desc,desc,12
step1.desc,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step1.desc,desc,5
step2.title,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step2.title,Title,12
step2.title,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step2.title,Title,5
step2.desc,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step2.desc,desc,12
step2.desc,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step2.desc,desc,5
step3.title,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step3.title,Title,12
step3.title,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step3.title,Title,5
step3.desc,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step3.desc,desc,12
step3.desc,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step3.desc,desc,5
step4.title,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step4.title,Title,12
step4.title,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step4.title,Title,5
step4.desc,crm.contentCal.actionPresets.guide,crm.contentCal.actionPresets.guide.step4.desc,desc,12
step4.desc,pages.marketingIntel.influencer.actionPresets.guide,pages.marketingIntel.influencer.actionPresets.guide.step4.desc,desc,5
catalogSync.colSku,crm.contentCal,crm.contentCal.catalogSync.colSku,SKU,12
catalogSync.colSku,pages.marketingIntel.influencer,pages.marketingIntel.influencer.catalogSync.colSku,SKU,5
catalogSync.colSkuHeader,crm.contentCal,crm.contentCal.catalogSync.colSkuHeader,SKU,12
catalogSync.colSkuHeader,pages.marketingIntel.influencer,pages.marketingIntel.influencer.catalogSync.colSkuHeader,SKU,5
conn.secTitle,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.secTitle,Sec Title,12
conn.secTitle,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.secTitle,Sec Title,5
conn.secCode,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.secCode,Sec Code,12
conn.secCode,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.secCode,Sec Code,5
conn.secUnlock,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.secUnlock,Sec Unlock,12
conn.secUnlock,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.secUnlock,Sec Unlock,5
conn.dwFeatureStreaming,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureStreaming,Dw Feature Streaming,12
conn.dwFeatureStreaming,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureStreaming,Dw Feature Streaming,5
conn.dwFeaturePartition,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeaturePartition,Dw Feature Partition,12
conn.dwFeaturePartition,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeaturePartition,Dw Feature Partition,5
conn.dwFeatureML,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureML,Dw Feature M L,12
conn.dwFeatureML,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureML,Dw Feature M L,5
conn.dwSync5min,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSync5min,Dw Sync5min,12
conn.dwSync5min,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSync5min,Dw Sync5min,5
conn.dwSyncHour,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncHour,Dw Sync Hour,12
conn.dwSyncHour,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncHour,Dw Sync Hour,5
conn.dwSyncDaily02,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncDaily02,Dw Sync Daily02,12
conn.dwSyncDaily02,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncDaily02,Dw Sync Daily02,5
